,"Trade_Name
",Chemical,Manufacturer,Top_15_Brand_Corporation,Biologic_(by_Product),Biosimilar,NAS,Oncology,Rare_Disease_(FDA),Rare_Disease_(EMA),Rare_Disease_(FDA_or_EMA),HC-HTA_Aligned_Review,Health_Canada_Submission_Date,NOC_Date,Health_Canada_Review_Time,HTA_Agency,CADTH_Submission_Date,CADTH_Timing_of__Submission,CADTH_Submission_Type_-_Agency_Specific,CADTH_Indication,CADTH_Review_Status,CADTH_Final_Recommendation/Withdrawn_Date,CADTH_Recommended_-_Agency_Specific,CADTH_Decision_Type_-_Standardized,INESSS_Submission_Date,INESSS_Timing_of__Submission,INESSS_Submission_Type_-_Agency_Specific,INESSS_Indication,INESSS_Review_Status,INESSS_Final_Recommendation/Withdrawn_Date,INESSS_Recommended_-_Agency_Specific,INESSS_Decision_Type_-_Standardized,pCPA_Negotiation,pCPA_First_Date,pCPA_Final_Date,pCPA_Type,pCPA_Negotiation_Outcome,BC_Status,AB_Status,SK_Status,MB_Status,ON_Status,NB_Status,NS_Status,PEI_Status,NL_Status,QC_Status,Listing_BC_Date,Listing_AB_Date,Listing_SK_Date,Listing_MB_Date,Listing_ON_Date,Listing_NB_Date,Listing_NS_Date,Listing_PEI_Date,Listing_NL_Date,Listing_QC_Date,First_Prov_Listing_(excl_QC),First_Prov_Listing_(inc_QC),Rank_BC_Listing_Date,Rank_AB_Listing_Date,Rank_SK_Listing_Date,Rank_MB_Listing_Date,Rank_ON_Listing_Date,Rank_NB_Listing_Date,Rank_NS_Listing_Date,Rank_PEI_Listing_Date,Rank_NL_Listing_Date,Rank_QC_Listing_Date,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Total_population_coverage_(incl_QC),Date_>_50%_Cumulative_Ranking,Date_>_80%_Cumulative_Ranking,NOC_to_CADTH_Submission,NOC_to_INESSS_Submission,CADTH_Duration,INESSS_Duration,CADTH_to_pCPA_Initiation,INESSS_to_pCPA_Initiation,pCPA_LOI_to_LOE,pCPA_to_Listing_BC_Date,pCPA_to_Listing_AB_Date,pCPA_to_Listing_SK_Date,pCPA_to_Listing_MB_Date,pCPA_to_Listing_ON_Date,pCPA_to_Listing_NB_Date,pCPA_to_Listing_NS_Date,pCPA_to_Listing_PEI_Date,pCPA_to_Listing_NL_Date,pCPA_to_Listing_QC_Date,pCPA_to_Listing_Nat_Avg_(excl_QC),pCPA_Completion_to_1st_Listing_(excl_QC),pCPA_to_Listing_Nat_Avg_(incl_QC),pCPA_Completion_to_1st_Listing_(incl_QC),pCPA_Completion_to_80%_Listing,NOC_to_Listing_BC_Date,NOC_to_Listing_AB_Date,NOC_to_Listing_SK_Date,NOC_to_Listing_MB_Date,NOC_to_Listing_ON_Date,NOC_to_Listing_NB_Date,NOC_to_Listing_NS_Date,NOC_to_Listing_PEI_Date,NOC_to_Listing_NL_Date,NOC_to_Listing_QC_Date,NOC_to_Listing_Nat_Avg_(excl_QC),NOC_to_Listing_Nat_Avg_(inc_QC),"NOC_to_1st_Provincial_Listing
(unique_at_product/indication_level)_exc_QC","CADTH_Submission_to_1st_Provincial_Listing
exc_QC",CADTH_Recommendation_to_1st_Provincial_Listing_exc_QC,HTA_Rec_to_BC_Listing_Date,HTA_Rec_to_AB_Listing_Date,HTA_Rec_to_SK_Listing_Date,HTA_Rec_to_MB_Listing_Date,HTA_Rec_to_ON_Listing_Date,HTA_Rec_to_NB_Listing_Date,HTA_Rec_to_NS_Listing_Date,HTA_Rec_to_PEI_Listing_Date,HTA_Rec_to_NL_Listing_Date,HTA_Rec_to_QC_Listing_Date,Nat`l_Avg_(excl_QC),NOC_to_CADTH_Rec,NOC_to_INESSS_Rec,CADTH_Rec_to_pCPA_Decision,INESSS_Rec_to_pCPA_Decision,NOC_to_80%_Listing,First_Provincial_Listing_to_80%_Listing_(incl_QC),First_Provincial_Listing_to_80%_Listing_(excl_QC),First_Provincial_Listing_to_50%_Listing_(incl_QC),50%_Listing_to_80%_Listing,HC_Sub_to_CADTH_Rec
179,Erleada,apalutamide,Janssen ,Y,N,N,Y,Y,N,N,N,N,01-Jan-18,03-Jul-18,183.0,CADTH & INESSS,16-Apr-18,pre-NOC,New drug,Castrate Resistant Prostate Cancer,Completed,01-Nov-18,Cond'l on Cost,Conditional,,,New Drug,Castrate Resistant Prostate Cancer,Completed,17-Oct-18,Inscription  Avec conditions,Conditional,1st,14-Mar-19,09-Jul-19,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2020-05-01,2020-04-10,2020-01-01,2020-03-02,2020-01-14,2020-07-16,2020-07-01,2023-02-20,2022-03-31,2019-08-15,01-Jan-20,2019-08-15,6.0,5.0,2.0,4.0,3.0,8.0,7.0,10.0,9.0,1.0,28.60%,34.30%,66.50%,72.10%,76.50%,96.80%,98.10%,99.00%,99.60%,100.00%,100.00%,14-Jan-20,01-May-20,-78.0,,199.0,,133.0,148.0,117.0,297.0,276.0,176.0,237.0,189.0,373.0,358.0,1322.0,996.0,37.0,469.0,176.0,426.0,37.0,297.0,668.0,647.0,547.0,608.0,560.0,744.0,729.0,1693.0,1367.0,408.0,840.0,797.0,547.0,625.0,426.0,547.0,526.0,426.0,487.0,439.0,623.0,608.0,1572.0,1246.0,302.0,719.0,121.0,106.0,250.0,265.0,668.0,260.0,121.0,152.0,108.0,304
180,Erleada,apalutamide,Janssen,Y,N,N,N,Y,N,N,N,N,01-Jun-19,12-Dec-19,194.0,CADTH & INESSS,15-Oct-19,pre-NOC,New indication,Metastatic Castration-Sensitive Prostate Cancer,Completed,22-Apr-20,Cond'l on Cost,Conditional,25-Oct-19,pre-NOC,New Indication,Metastatic Castration-Sensitive Prostate Cancer,Completed,10-Jun-20,Inscription - Avec conditions,Conditional,1st,09-Oct-20,17-Aug-21,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Funded,Funded,EM,2021-12-01,2021-11-30,2021-11-01,2021-11-23,2021-12-31,2022-01-20,,2023-02-20,2022-03-31,2021-09-29,01-Nov-21,2021-09-29,5.0,4.0,2.0,3.0,6.0,7.0,,9.0,8.0,1.0,28.60%,34.30%,39.80%,44.30%,64.50%,96.80%,97.70%,98.30%,98.70%,,98.70%,01-Dec-21,31-Dec-21,-58.0,-48.0,190.0,229.0,170.0,121.0,312.0,106.0,105.0,76.0,98.0,136.0,156.0,,552.0,226.0,43.0,182.0,76.0,166.0,43.0,136.0,720.0,719.0,690.0,712.0,750.0,770.0,,1166.0,840.0,657.0,796.0,780.0,690.0,748.0,558.0,588.0,587.0,558.0,580.0,618.0,638.0,,1034.0,708.0,476.0,664.0,132.0,181.0,482.0,433.0,750.0,93.0,60.0,63.0,30.0,326
183,Esbriet (Resub),pirfenidone,Hoffmann-La Roche Ltd.,Y,N,N,Y,N,Y,Y,Y,N,,01-Oct-12,,CADTH & INESSS,29-Aug-14,post-NOC,Resubmission,"Pulmonary fibrosis (idiopathic, mild to moderate) ",Completed,15-Apr-15,List with criteria/condition,Conditional,,,New Drug,"Pulmonary fibrosis (idiopathic, mild to moderate) ",Completed,02-Feb-15,Avis de refus - Valeur thérapeutique,Negative,2nd,30-Apr-15,11-Sep-16,Negotiation,Completed with Agreements,SA,SA,,,,,,,,EM,2018-02-06,2016-11-01,,,,,,,,2018-04-18,01-Nov-16,2016-11-01,2.0,1.0,,,,,,,,3.0,4.50%,24.70%,53.30%,,,,,,,,53.30%,18-Apr-18,,697.0,,229.0,,15.0,87.0,500.0,513.0,51.0,,,,,,,,584.0,282.0,51.0,383.0,51.0,,1954.0,1492.0,,,,,,,,2025.0,1723.0,1824.0,1492.0,795.0,566.0,1028.0,566.0,,,,,,,,1171.0,797.0,926.0,854.0,515.0,587.0,,,,533.0,,42109
186,Evrysdi,risdiplam,Hoffmann-La Roche Ltd.,Y,N,N,Y,N,Y,Y,Y,N,01-Oct-20,14-Apr-21,195.0,CADTH & INESSS,19-Nov-20,pre-NOC,Initial,Spinal muscular atrophy (SMA),Completed,26-Aug-21,Reimburse with clinical criteria and/or conditions,Conditional,19-Feb-21,pre-NOC,New Drug,Spinal amyotrophy,Completed,28-Jul-21,Inscription - Avec conditions,Conditional,1st,27-Aug-21,19-Jan-22,Negotiation,Completed with Agreements,EDRD,SA,EDS,EDS,EAP,SA,EDS,SA,,EM,2022-02-10,2022-03-01,2022-03-01,2022-06-01,2022-03-28,2022-05-24,2022-10-01,2023-03-27,,2022-02-02,10-Feb-22,2022-02-02,2.0,3.0,4.0,7.0,5.0,6.0,8.0,9.0,,1.0,28.60%,48.80%,53.30%,59.00%,91.20%,92.10%,97.70%,99.00%,99.30%,,99.30%,01-Mar-22,28-Mar-22,-146.0,-54.0,280.0,159.0,1.0,30.0,145.0,22.0,41.0,41.0,133.0,68.0,125.0,255.0,432.0,,14.0,140.0,22.0,126.0,14.0,68.0,302.0,321.0,321.0,413.0,348.0,405.0,535.0,712.0,,294.0,420.0,406.0,302.0,448.0,168.0,168.0,187.0,187.0,279.0,214.0,271.0,401.0,578.0,,189.0,286.0,134.0,105.0,146.0,175.0,348.0,54.0,46.0,27.0,27.0,329
187,Eylea (Macular Edema BRVO),aflibercept,Bayer ,Y,Y,N,N,N,N,N,N,N,,10-Dec-15,,CADTH & INESSS,14-Dec-15,post-NOC,Initial,Macular edema secondary to branch retinal vein occlusion,Completed,27-Jul-16,Reimburse with clinical criteria and/or conditions,Conditional,24-Nov-14,pre-NOC,New Indication,Macular edema secondary to branch retinal vein occlusion,Completed,01-Feb-17,Avis d'ajout d'une indication reconnue aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,1st,22-Feb-17,13-Mar-17,Negotiation,Completed with Agreements,BCRDT,RB,EDS,NR,LU,SA,NR,SA,SA,EM,,2017-08-01,2017-07-01,,2017-03-28,2017-10-24,,2018-08-01,2017-05-15,2017-06-01,28-Mar-17,2017-03-28,,5.0,4.0,,1.0,6.0,,7.0,2.0,3.0,32.20%,32.90%,61.50%,67.20%,71.70%,72.60%,72.90%,,,,72.90%,01-Jun-17,,4.0,-381.0,226.0,800.0,210.0,21.0,19.0,,141.0,110.0,,15.0,225.0,,506.0,63.0,80.0,177.0,15.0,163.0,15.0,,,600.0,569.0,,474.0,684.0,,965.0,522.0,539.0,636.0,622.0,474.0,470.0,244.0,,370.0,339.0,,244.0,454.0,,735.0,292.0,120.0,406.0,230.0,419.0,229.0,40.0,,,,65.0,,42578
188,Eylea (Macular Edema CRVO),aflibercept,Bayer ,Y,Y,N,N,N,N,N,N,N,,16-Oct-14,,CADTH & INESSS,17-Oct-14,post-NOC,Initial,Macular edema secondary to central retinal vein occlusion ,Completed,07-May-15,List with clinical criteria and/or conditions,Conditional,24-Nov-14,post-NOC,New Indication,Macular edema secondary to central retinal vein occlusion ,Completed,01-Jun-15,Ajout d'une indication reconnue - Médicament d'exception,Conditional,1st,,30-Jun-15,Negotiation,Completed with Agreements,BCRDT,RB,EDS,NR,LU,SA,NR,SA,SA,EM,,2017-08-01,2015-07-01,,2015-07-29,2015-06-29,,2018-08-01,2015-07-01,2015-06-01,29-Jun-15,2015-06-01,,6.0,3.0,,5.0,2.0,,7.0,4.0,1.0,28.60%,29.50%,35.20%,35.90%,68.10%,72.60%,72.90%,,,,72.90%,29-Jul-15,,1.0,39.0,202.0,189.0,,,,,763.0,1.0,,29.0,-1.0,,1128.0,1.0,-29.0,320.0,-1.0,270.0,-29.0,,,1020.0,258.0,,286.0,256.0,,1385.0,258.0,228.0,577.0,527.0,256.0,255.0,53.0,,817.0,55.0,,83.0,53.0,,1182.0,55.0,0.0,374.0,203.0,228.0,54.0,29.0,,,,58.0,,42131
190,Eylea (MDA) pCPA 2nd,aflibercept,Bayer ,Y,Y,N,Y,N,N,N,N,N,,08-Nov-13,,CADTH & INESSS,18-Nov-13,post-NOC,Initial,"Macular degeneration, age-related",Completed,20-Oct-14,List with criteria/condition,Conditional,,,New Drug,nAMD,Completed,24-Apr-14,Ajout aux listes de médicaments - Médicament d'exception,Conditional,1st,,27-Mar-15,Negotiation,Completed with Agreements,BCRDT,RB,EDS,NR,LU,SA,NR,SA,SA,,,2017-08-01,2015-07-01,,2015-07-29,2015-06-29,,2015-05-25,2015-07-01,,25-May-15,2015-05-25,,6.0,3.0,,5.0,2.0,,1.0,4.0,,0.40%,1.20%,7.00%,7.60%,39.90%,44.30%,,,,,44.30%,,,10.0,,336.0,,,,,,858.0,96.0,,124.0,94.0,,59.0,96.0,,221.0,59.0,221.0,59.0,,,1362.0,600.0,,628.0,598.0,,563.0,600.0,,725.0,725.0,563.0,553.0,217.0,,1016.0,254.0,,282.0,252.0,,217.0,254.0,,379.0,346.0,167.0,158.0,337.0,,,,,,41932
191,Eylea (MED),aflibercept ,Bayer ,Y,Y,N,N,N,N,N,N,N,,28-Nov-14,,CADTH & INESSS,16-Sep-14,pre-NOC,Initial,"Macular edema, diabetic ",Completed,07-May-15,List with clinical criteria and/or conditions,Conditional,24-Nov-14,pre-NOC,New Indication,"Macular edema, diabetic ",Completed,01-Jun-15,Ajout d'une indication reconnue - Médicament d'exception,Conditional,1st,,30-Jun-15,Negotiation,Completed with Agreements,BCRDT,RB,EDS,NR,LU,SA,NR,SA,SA,EM,,2017-08-01,2015-07-01,,2015-07-29,2015-06-29,,2018-08-01,2015-07-01,2015-06-01,29-Jun-15,2015-06-01,,6.0,3.0,,5.0,2.0,,7.0,4.0,1.0,28.60%,29.50%,35.20%,35.90%,68.10%,72.60%,72.90%,,,,72.90%,29-Jul-15,,-73.0,-4.0,233.0,189.0,,,,,763.0,1.0,,29.0,-1.0,,1128.0,1.0,-29.0,320.0,-1.0,270.0,-29.0,,,977.0,215.0,,243.0,213.0,,1342.0,215.0,185.0,534.0,484.0,213.0,286.0,53.0,,817.0,55.0,,83.0,53.0,,1182.0,55.0,0.0,374.0,160.0,185.0,54.0,29.0,,,,58.0,,42131
194,Fasenra,benralizumab,AstraZeneca ,Y,Y,N,Y,N,N,N,N,N,01-Apr-17,22-Feb-18,327.0,CADTH & INESSS,23-Feb-18,post-NOC,Initial,"Asthma, severe eosinophilic",Completed,21-Aug-18,Reimburse with clinical criteria and/or conditions,Conditional,,,New drug,"Asthma, severe eosinophilic",Completed,05-Sep-18,Avis d'inscription aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,1st,30-Nov-18,03-May-19,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,2020-04-01,2019-08-01,2019-08-01,2020-03-02,2019-06-13,2019-07-04,2019-09-01,2021-03-15,2019-07-19,2019-07-04,13-Jun-19,2019-06-13,9.0,5.0,6.0,8.0,1.0,2.0,7.0,10.0,4.0,3.0,32.20%,33.10%,61.70%,62.40%,66.80%,72.60%,73.90%,79.40%,99.60%,100.00%,100.00%,04-Jul-19,01-Apr-20,1.0,,179.0,,101.0,86.0,154.0,334.0,90.0,90.0,304.0,41.0,62.0,121.0,682.0,77.0,62.0,200.0,41.0,186.0,41.0,334.0,769.0,525.0,525.0,739.0,476.0,497.0,556.0,1117.0,512.0,497.0,635.0,621.0,476.0,475.0,296.0,589.0,345.0,345.0,559.0,296.0,317.0,376.0,937.0,332.0,302.0,455.0,180.0,195.0,255.0,240.0,769.0,293.0,293.0,21.0,272.0,507
196,Faslodex,fulvestrant,AstraZeneca,Y,N,N,Y,Y,N,N,N,N,01-Jan-17,08-Nov-17,311.0,CADTH & INESSS,17-Jul-17,pre-NOC,New drug,"For hormonal treatment of non-visceral locally advanced or metastatic HER2- breast cancer in postmenopausal women, regardless of age, who have not been previously treated with endocrine therapy",Completed,01-Feb-18,Cond'l on Cost,Conditional,,,New Drug,Locally Advanced or Metastatic Breast Cancer,Completed,09-May-18,Avis de refus d'inscription aux listes des médicaments - Valeur thérapeutique,Negative,1st,03-Aug-18,29-Jan-19,Negotiation,No Agreement Reached,Not funded,Funded,Funded,Not funded,Funded,Not funded,Not funded,Not funded,Funded,NR,,2020-09-30,,,2020-11-30,,,,2019-10-22,,22-Oct-19,2019-10-22,,2.0,,,3.0,,,,1.0,,0.70%,5.10%,37.40%,,,,,,,,37.40%,,,-114.0,,199.0,,183.0,86.0,179.0,,610.0,,,671.0,,,,266.0,,516.0,266.0,516.0,266.0,,,1057.0,,,1118.0,,,,713.0,,963.0,963.0,713.0,827.0,628.0,,972.0,,,1033.0,,,,628.0,,878.0,85.0,182.0,362.0,265.0,,,,,,396
198,Ferriprox,deferiprone,ApoPharma ,N,N,N,Y,N,N,N,N,N,,13-Feb-15,,CADTH,24-Sep-15,post-NOC,Initial,Transfusional iron overload,Completed,18-Mar-16,List with clinical criteria and/or conditions,Conditional,,,,,,,,,1st,13-May-16,07-Sep-16,Negotiation,Completed with Agreements,SA,SA,EDS,NR,EAP,SA,EDS,NR,SA,NR,2016-10-25,2017-07-01,2017-01-01,,2016-10-17,2016-12-21,2016-12-01,,2017-05-25,,17-Oct-16,2016-10-17,2.0,7.0,5.0,,1.0,4.0,3.0,,6.0,,32.20%,52.50%,53.80%,54.70%,60.40%,61.10%,65.50%,,,,65.50%,25-Oct-16,,223.0,,176.0,,56.0,,117.0,48.0,297.0,116.0,,40.0,105.0,85.0,,260.0,,136.0,40.0,136.0,40.0,,620.0,869.0,688.0,,612.0,677.0,657.0,,832.0,,708.0,708.0,612.0,389.0,213.0,221.0,470.0,289.0,,213.0,278.0,258.0,,433.0,,309.0,399.0,,173.0,,,,,8.0,,42447
200,Fibristal,ulipristal acetate,Actavis ,N,N,N,Y,N,N,N,N,N,,24-Jun-13,,CADTH & INESSS,17-Apr-13,pre-NOC,Initial,Uterine fibroids (signs and symptoms) ,Completed,15-Nov-13,List with criteria/condition,Conditional,02-Aug-13,post-NOC,New Drug,Uterine fibroids (signs and symptoms) ,Completed,03-Feb-14,Ajout aux listes de médicaments,Positive,1st,28-Feb-14,18-Sep-15,Negotiation,Completed with Agreements,DL,RB,DL,EDS,DL,SA,DL,DL,DL,FB,2018-10-02,2016-01-01,2016-05-01,2016-01-18,2016-01-28,2016-04-12,2017-05-01,2016-06-27,2016-08-01,2014-02-03,01-Jan-16,2014-02-03,10.0,2.0,6.0,3.0,4.0,5.0,9.0,7.0,8.0,1.0,28.60%,33.00%,38.60%,70.80%,71.70%,77.40%,77.80%,78.40%,79.70%,100.00%,100.00%,28-Jan-16,02-Oct-18,-68.0,39.0,212.0,185.0,105.0,25.0,567.0,1110.0,105.0,226.0,122.0,132.0,207.0,591.0,283.0,318.0,-592.0,344.0,105.0,250.0,-592.0,1110.0,1926.0,921.0,1042.0,938.0,948.0,1023.0,1407.0,1099.0,1134.0,224.0,1160.0,1066.0,921.0,989.0,777.0,1782.0,777.0,898.0,794.0,804.0,879.0,1263.0,955.0,990.0,0.0,1016.0,144.0,224.0,672.0,592.0,1926.0,1702.0,1005.0,724.0,978.0,41593
201,Fibristal (Advice) (Ineligible for surgery),ulipristal acetate,Allergan ,N,N,N,N,N,N,N,N,N,,17-Dec-15,,CADTH,28-Mar-19,post-NOC,Request for Advice,Uterine fibroids (signs and symptoms),Completed,24-Jul-19,Reimburse with clinical criteria and/or conditions,Conditional,,,,,,,,,none,,,,,NR,RB,DL,EDS,DL,SA,DL,,,,,2019-09-01,2019-11-01,2020-03-02,2019-10-31,2020-02-26,2020-07-06,,,,01-Sep-19,2019-09-01,,1.0,3.0,5.0,2.0,4.0,6.0,,,,4.50%,36.70%,42.40%,43.30%,48.80%,50.10%,,,,,50.10%,06-Jul-20,,1197.0,,118.0,,,,,,,,,,,,,,,,,,,,,1354.0,1415.0,1537.0,1414.0,1532.0,1663.0,,,,1486.0,1486.0,1354.0,157.0,39.0,,39.0,100.0,222.0,99.0,217.0,348.0,,,,171.0,1315.0,,,,,,,309.0,,43670
202,Fibristal (Advice) (Intermittent),ulipristal acetate,Allergan ,N,N,N,N,N,N,N,N,N,,17-Dec-15,,CADTH,21-Jun-17,post-NOC,Request for Advice,Uterine fibroids (signs and symptoms),Completed,22-Nov-17,Reimburse with clinical criteria and/or conditions,Conditional,,,,,,,,,1st,28-Sep-18,06-Aug-19,Negotiation,Completed with Agreements,NR,RB,DL,EDS,DL,SA,DL,,,,,2019-09-01,2019-11-01,2020-03-02,2019-10-31,2020-02-26,2020-07-06,,,,01-Sep-19,2019-09-01,,1.0,3.0,5.0,2.0,4.0,6.0,,,,4.50%,36.70%,42.40%,43.30%,48.80%,50.10%,,,,,50.10%,06-Jul-20,,552.0,,154.0,,310.0,,312.0,,26.0,87.0,209.0,86.0,204.0,335.0,,,,158.0,26.0,158.0,26.0,,,1354.0,1415.0,1537.0,1414.0,1532.0,1663.0,,,,1486.0,1486.0,1354.0,802.0,648.0,,648.0,709.0,831.0,708.0,826.0,957.0,,,,780.0,706.0,,622.0,,,,,309.0,,43061
203,Firazyr,icatibant,Shire ,Y,N,N,Y,N,Y,Y,Y,N,,04-Jun-14,,CADTH & INESSS,04-Mar-14,pre-NOC,Initial,"Angioedema, hereditary",Completed,19-Dec-14,List with clinical criteria and/or conditions,Conditional,24-Nov-14,post-NOC,New Drug,"Angioedema, hereditary",Completed,01-Jun-15,Ajout aux listes de médicaments - Médicament d'exception,Conditional,1st,28-Feb-15,28-Aug-15,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,2018-02-06,2016-01-01,2016-08-01,2016-01-18,2015-11-05,2016-03-01,2016-05-02,2016-06-27,2018-10-01,2015-06-01,05-Nov-15,2015-06-01,9.0,3.0,8.0,4.0,2.0,5.0,6.0,7.0,10.0,1.0,28.60%,60.80%,65.30%,70.80%,71.70%,73.00%,73.40%,79.10%,99.30%,100.00%,100.00%,05-Nov-15,06-Feb-18,-92.0,173.0,290.0,189.0,71.0,-93.0,181.0,893.0,126.0,339.0,143.0,69.0,186.0,248.0,304.0,1130.0,-88.0,382.0,69.0,335.0,-88.0,893.0,1343.0,576.0,789.0,593.0,519.0,636.0,698.0,754.0,1580.0,362.0,832.0,785.0,519.0,611.0,321.0,1145.0,378.0,591.0,395.0,321.0,438.0,500.0,556.0,1382.0,0.0,634.0,198.0,362.0,252.0,88.0,1343.0,981.0,824.0,157.0,824.0,41992
205,Folotyn,pralatrexate,Servier,N,N,N,Y,Y,Y,Y,Y,Y,01-Nov-17,26-Oct-18,359.0,CADTH & INESSS,01-Jun-18,pre-NOC,New drug,Peripheral T-Cell Lymphoma (PTCL): for the treatment of patients with relapsed or refractory PTCL,Completed,04-Apr-19,Cond'l on Cost,Conditional,,,New Drug,Peripheral T-Cell Lymphoma (PTCL): for the treatment of patients with relapsed or refractory PTCL,Completed,13-Feb-19,Refus dinscription,Negative,1st,06-Jun-19,10-Jan-20,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Funded,Funded,Under provincial consideration,NR,2020-04-01,2020-09-15,2020-06-01,2020-07-22,2020-07-17,,2020-07-01,,,,01-Apr-20,2020-04-01,1.0,6.0,2.0,5.0,4.0,,3.0,,,,20.30%,26.00%,27.30%,59.50%,65.00%,69.50%,,,,,69.50%,17-Jul-20,,-147.0,,307.0,,63.0,113.0,218.0,82.0,249.0,143.0,194.0,189.0,,173.0,,,,172.0,82.0,172.0,82.0,,523.0,690.0,584.0,635.0,630.0,,614.0,,,,613.0,613.0,523.0,670.0,363.0,363.0,530.0,424.0,475.0,470.0,,454.0,,,,453.0,160.0,110.0,281.0,331.0,,,,107.0,,519
206,Forxiga,dapagliflozin,AstraZeneca,Y,N,N,N,N,N,N,N,Y,01-Jul-19,02-Apr-20,276.0,CADTH & INESSS,31-Mar-20,pre-NOC,Initial,Heart failure with reduced ejection fraction,Completed,23-Dec-20,Reimburse with clinical criteria and/or conditions,Conditional,08-May-20,post-NOC,New Indication,Chronic cardiac insufficiency,Completed,14-Oct-20,Inscription - Avec conditions,Conditional,1st,17-Jun-21,18-Nov-21,Negotiation,Completed with Agreements,FB,SA,EDS,EDS,FB,SA,EDS,SA,SA,EM,2022-01-11,2022-03-01,2022-02-01,2022-02-24,2021-12-17,2022-02-17,2022-06-27,2022-12-12,2022-04-21,2021-12-15,17-Dec-21,2021-12-15,3.0,7.0,4.0,6.0,2.0,5.0,9.0,10.0,8.0,1.0,28.60%,60.80%,81.10%,86.80%,87.70%,93.20%,97.70%,98.30%,99.60%,100.00%,100.00%,17-Dec-21,11-Jan-22,-2.0,36.0,267.0,159.0,176.0,246.0,154.0,54.0,103.0,75.0,98.0,29.0,91.0,221.0,389.0,154.0,27.0,135.0,29.0,124.0,27.0,54.0,649.0,698.0,670.0,693.0,624.0,686.0,816.0,984.0,749.0,622.0,730.0,719.0,624.0,626.0,359.0,384.0,433.0,405.0,428.0,359.0,421.0,551.0,719.0,484.0,427.0,465.0,265.0,195.0,330.0,400.0,649.0,27.0,25.0,2.0,25.0,541
208,"Forxiga (w/ Met OR SU OR insulin+/-Met)
with insulin)",dapagliflozin,AstraZeneca ,Y,N,N,Y,N,N,N,N,N,,12-Dec-14,,CADTH & INESSS,30-Apr-15,post-NOC,Initial,"Diabetes mellitus, Type 2 (with metformin OR sulfonylurea, not both)",Completed,20-Nov-15,List with clinical criteria and/or conditions,Conditional,22-Mar-15,post-NOC,New Drug,Diabetes mellitus (Type 2),Completed,01-Oct-15,Avis d'inscription aux listes de médicaments - Médicament d'exception,Conditional,1st,27-May-16,03-Oct-16,Negotiation,Completed with Agreements,NR,SA,NR,EDS,FB,SA,EDS,NR,NR,EM,,2017-04-01,,2017-01-25,2016-11-30,2016-11-30,2017-08-01,,,2015-10-01,30-Nov-16,2015-10-01,,5.0,,4.0,2.0,3.0,6.0,,,1.0,28.60%,60.80%,61.70%,67.20%,71.70%,73.00%,,,,,73.00%,30-Nov-16,,139.0,100.0,204.0,193.0,189.0,239.0,129.0,,180.0,,114.0,58.0,58.0,302.0,,,-368.0,142.0,58.0,57.0,-368.0,,,841.0,,775.0,719.0,719.0,963.0,,,293.0,803.0,718.0,719.0,580.0,376.0,,498.0,,432.0,376.0,376.0,620.0,,,0.0,460.0,343.0,293.0,318.0,368.0,,,,426.0,,42328
209,"Forxiga (w/Metformin AND SU)
and a sulfonylurea",dapagliflozin,AstraZeneca ,Y,N,N,N,N,N,N,N,N,,02-Dec-15,,CADTH & INESSS,04-Sep-15,pre-NOC,Initial,"Diabetes mellitus, type 2 (in combination with metformin AND sulfonylurea)",Completed,27-Apr-16,Do not list,Negative,,,New Indication,Diabetes mellitus (Type 2),Completed,01-Jun-16,Avis de refus d'ajout d'une indication reconnue aux listes des médicaments-Médicament d'exception,Negative,1st,27-May-16,03-Oct-16,Negotiation,Completed with Agreements,NR,NR,EDS,NR,FB,NR,NR,SA,SA,NR,,,2017-01-01,,2016-11-30,,,2017-04-24,2017-02-01,,30-Nov-16,2016-11-30,,,2.0,,1.0,,,4.0,3.0,,32.20%,38.00%,38.60%,39.00%,,,,,,,39.00%,,,-89.0,,236.0,,30.0,-5.0,129.0,,,90.0,,58.0,,,203.0,121.0,,118.0,58.0,118.0,58.0,,,,396.0,,364.0,,,509.0,427.0,,424.0,424.0,364.0,453.0,217.0,,,249.0,,217.0,,,362.0,280.0,,277.0,147.0,182.0,159.0,124.0,,,,,,42487
