"Trade_Name
",Chemical,Manufacturer,Top_15_Brand_Corporation,Biologic_(by_Product),Biosimilar,NAS,Oncology,Rare_Disease_(FDA),Rare_Disease_(EMA),Rare_Disease_(FDA_or_EMA),HC-HTA_Aligned_Review,Health_Canada_Submission_Date,NOC_Date,Health_Canada_Review_Time,HTA_Agency,CADTH_Submission_Date,CADTH_Timing_of__Submission,CADTH_Submission_Type_-_Agency_Specific,CADTH_Indication,CADTH_Review_Status,CADTH_Final_Recommendation/Withdrawn_Date,CADTH_Recommended_-_Agency_Specific,CADTH_Decision_Type_-_Standardized,INESSS_Submission_Date,INESSS_Timing_of__Submission,INESSS_Submission_Type_-_Agency_Specific,INESSS_Indication,INESSS_Review_Status,INESSS_Final_Recommendation/Withdrawn_Date,INESSS_Recommended_-_Agency_Specific,INESSS_Decision_Type_-_Standardized,pCPA_Negotiation,pCPA_First_Date,pCPA_Final_Date,pCPA_Type,pCPA_Negotiation_Outcome,BC_Status,AB_Status,SK_Status,MB_Status,ON_Status,NB_Status,NS_Status,PEI_Status,NL_Status,QC_Status,Listing_BC_Date,Listing_AB_Date,Listing_SK_Date,Listing_MB_Date,Listing_ON_Date,Listing_NB_Date,Listing_NS_Date,Listing_PEI_Date,Listing_NL_Date,Listing_QC_Date,First_Prov_Listing_(excl_QC),First_Prov_Listing_(inc_QC),Rank_BC_Listing_Date,Rank_AB_Listing_Date,Rank_SK_Listing_Date,Rank_MB_Listing_Date,Rank_ON_Listing_Date,Rank_NB_Listing_Date,Rank_NS_Listing_Date,Rank_PEI_Listing_Date,Rank_NL_Listing_Date,Rank_QC_Listing_Date,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Total_population_coverage_(incl_QC),Date_>_50%_Cumulative_Ranking,Date_>_80%_Cumulative_Ranking,NOC_to_CADTH_Submission,NOC_to_INESSS_Submission,CADTH_Duration,INESSS_Duration,CADTH_to_pCPA_Initiation,INESSS_to_pCPA_Initiation,pCPA_LOI_to_LOE,pCPA_to_Listing_BC_Date,pCPA_to_Listing_AB_Date,pCPA_to_Listing_SK_Date,pCPA_to_Listing_MB_Date,pCPA_to_Listing_ON_Date,pCPA_to_Listing_NB_Date,pCPA_to_Listing_NS_Date,pCPA_to_Listing_PEI_Date,pCPA_to_Listing_NL_Date,pCPA_to_Listing_QC_Date,pCPA_to_Listing_Nat_Avg_(excl_QC),pCPA_Completion_to_1st_Listing_(excl_QC),pCPA_to_Listing_Nat_Avg_(incl_QC),pCPA_Completion_to_1st_Listing_(incl_QC),pCPA_Completion_to_80%_Listing,NOC_to_Listing_BC_Date,NOC_to_Listing_AB_Date,NOC_to_Listing_SK_Date,NOC_to_Listing_MB_Date,NOC_to_Listing_ON_Date,NOC_to_Listing_NB_Date,NOC_to_Listing_NS_Date,NOC_to_Listing_PEI_Date,NOC_to_Listing_NL_Date,NOC_to_Listing_QC_Date,NOC_to_Listing_Nat_Avg_(excl_QC),NOC_to_Listing_Nat_Avg_(inc_QC),"NOC_to_1st_Provincial_Listing
(unique_at_product/indication_level)_exc_QC","CADTH_Submission_to_1st_Provincial_Listing
exc_QC",CADTH_Recommendation_to_1st_Provincial_Listing_exc_QC,HTA_Rec_to_BC_Listing_Date,HTA_Rec_to_AB_Listing_Date,HTA_Rec_to_SK_Listing_Date,HTA_Rec_to_MB_Listing_Date,HTA_Rec_to_ON_Listing_Date,HTA_Rec_to_NB_Listing_Date,HTA_Rec_to_NS_Listing_Date,HTA_Rec_to_PEI_Listing_Date,HTA_Rec_to_NL_Listing_Date,HTA_Rec_to_QC_Listing_Date,Nat`l_Avg_(excl_QC),NOC_to_CADTH_Rec,NOC_to_INESSS_Rec,CADTH_Rec_to_pCPA_Decision,INESSS_Rec_to_pCPA_Decision,NOC_to_80%_Listing,First_Provincial_Listing_to_80%_Listing_(incl_QC),First_Provincial_Listing_to_80%_Listing_(excl_QC),First_Provincial_Listing_to_50%_Listing_(incl_QC),50%_Listing_to_80%_Listing,HC_Sub_to_CADTH_Rec
Enhertu,trastuzumab deruxtecan,AstraZeneca,Y,Y,Y,N,Y,N,N,N,Y,01-Jul-22,06-Jan-23,189,CADTH,13-Dec-22,pre-NOC,Initial,As monotherapy for the treatment of adult patients with unresectable or metastatic HER2-low (IHC 1+ or IHC 2+/ISH-) breast cancer who have received a prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy. Patients with HR+ breast cancer should additionally have received or be ineligible for endocrine therapy.,Active,,TBD,n/a,08-Jul-22,pre-NOC,New Indication,As monotherapy for the treatment of adult patients with unresectable or metastatic HER2-low (IHC 1+ or IHC 2+/ISH-) breast cancer who have received a prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy. Patients with HR+ breast cancer should additionally have received or be ineligible for endocrine therapy.,Under review,TBD,TBD,TBD,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-24,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44743
Enspryng,satralizumab,Hoffmann-La Roche Ltd.,Y,Y,N,Y,N,Y,Y,Y,N,01-Dec-19,01-Jun-20,183,CADTH & INESSS,22-Oct-20,post-NOC,Initial,Neuromyelitis optica spectrum disorder,Completed,21-Apr-21,Reimburse with clinical criteria and/or conditions,Conditional,13-Nov-20,post-NOC,New Drug,NOSD,Completed,07-May-21,Inscription - Avec conditions,Conditional,1st,30-Jun-21,28-Jun-22,Negotiation,Completed with Agreements,,,EDS,EDS,EAP,SA,EDS,,,EM,,,01-Nov-22,24-Jan-23,03-Feb-23,24-Oct-22,01-Feb-23,,,17-Aug-22,24-Oct-22,17-Aug-22,,,3,4,6,2,5,,,1,28.60%,29.50%,35.20%,40.70%,42.00%,74.30%,,,,,74.30%,03-Feb-23,,143,165,181,175,70,54,363,,,126,210,220,118,218,,,50,178,118,157,50,,,,883,967,977,875,975,,,807,935,914,875,732,551,,,559,643,653,551,651,,,467,611,324,340,433,417,,,,170,,507
Entresto,sacubitril/valsartan,Novartis ,Y,N,N,Y,N,N,N,N,N,,02-Oct-15,,CADTH & INESSS,18-Sep-15,pre-NOC,Initial,"Heart failure, NYHA class II or III",Completed,18-Mar-16,List with clinical criteria and/or conditions,Conditional,24-Nov-15,post-NOC,New Drug,"Heart failure, NYHA class II or III",Completed,01-Jun-16,Avis d'inscription aux listes des médicaments-Médicament d'exception-Avec conditions,Conditional,1st,30-Jun-16,06-Mar-17,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,LU,SA,EDS,SA,SA,EM,06-Mar-18,01-Sep-17,01-Apr-17,19-Jul-17,27-Apr-17,22-Sep-17,01-Apr-19,01-Aug-19,01-Jun-18,15-Mar-17,01-Apr-17,15-Mar-17,7,5,2,4,3,6,9,10,8,1,28.60%,34.30%,66.50%,72.10%,76.50%,77.40%,97.70%,98.30%,99.60%,100.00%,100.00%,27-Apr-17,06-Mar-18,-14,53,182,190,104,29,249,365,179,26,135,52,200,756,878,452,9,338,26,305,9,365,886,700,547,656,573,721,1277,1399,973,530,859,826,547,561,379,718,532,379,488,405,553,1109,1231,805,287,691,168,243,353,278,886,356,339,43,313,42447
Entresto,sacubitril/valsartan,Novartis Pharma Inc.,Y,N,N,Y,N,N,N,N,N,,02-Oct-15,,CADTH & INESSS,22-May-20,post-NOC,Initial,"Heart failure, NYHA class II or III (without prior exposure to ACE or ARB)",Completed,24-Mar-21,Reimburse with clinical criteria and/or conditions,Conditional,03-Jul-20,post-NOC,New Indication,Cardiac insuficiency,Completed,02-Dec-20,Modification d’une indication reconnue – Avec conditions,Conditional,1st,17-Aug-22,17-Aug-22,Negotiation,Completed with Agreements,,,,,,,,,,EM,,,,,,,,,,28-Sep-22,,28-Sep-22,,,,,,,,,,1,28.60%,,,,,,,,,,28.60%,,,1694,1736,306,152,511,623,0,,,,,,,,,,42,,,42,42,,,,,,,,,,,2553,,2553,,,,,,,,,,,,,665,,2000,1888,511,623,,,,,,44279
Entuzity KwikPen,human insulin,Eli Lilly Canada Inc.,Y,Y,N,N,N,N,N,N,N,01-Sep-16,27-Jul-17,329,CADTH & INESSS,27-Jan-21,post-NOC,Initial,To improve glycemic control in adults and children with diabetes mellitus requiring more than 200 units of insulin per day,Completed,23-Aug-21,Reimburse with clinical criteria and/or conditions,Conditional,13-Nov-18,post-NOC,New Drug,Diabetes,Completed,10-Apr-19,Inscription,Positive,1st,18-Nov-21,07-Feb-22,Negotiation,Completed with Agreements,FB,SA,FB,FB,FB,FB,EDS,SA,SA,FB,31-May-22,01-Apr-22,01-Apr-22,01-Jun-22,29-Apr-22,29-Apr-22,27-Jun-22,20-Feb-23,07-Jul-22,02-Mar-22,01-Apr-22,02-Mar-22,6,2,3,7,4,5,8,10,9,1,28.60%,33.00%,38.80%,71.00%,71.90%,92.10%,97.70%,99.00%,99.60%,100.00%,100.00%,29-Apr-22,31-May-22,1280,474,208,148,87,953,81,113,53,53,114,81,81,140,378,150,23,129,53,119,23,113,1769,1709,1709,1770,1737,1737,1796,2034,1806,1679,1785,1775,1709,429,221,281,221,221,282,249,249,308,546,318,1057,297,1488,622,168,1034,1769,90,60,58,32,1817
Entyvio,vedolizumab,Takeda Canada Inc.,Y,Y,N,N,N,N,N,N,N,,19-Nov-20,,CADTH & INESSS,23-Jul-20,pre-NOC,Initial,Crohn's Disease,Completed,21-Jan-21,Reimburse with clinical criteria and/or conditions,Conditional,24-Jan-21,post-NOC,New Drug,Crohn's Disease,Completed,02-Jun-21,Inscription - Avec conditions,Conditional,1st,15-Apr-21,13-Aug-21,Negotiation,Completed with Agreements,SA,SA,,EDS,EAP,SA,EDS,SA,SA,EM,12-Apr-22,01-Mar-22,,25-Nov-21,11-Jan-22,14-Oct-21,29-Apr-22,22-Nov-21,21-Feb-22,15-Dec-21,14-Oct-21,14-Oct-21,8,7,,3,5,1,9,2,6,4,0.90%,1.20%,6.80%,35.40%,67.60%,68.30%,72.70%,93.00%,94.30%,,94.30%,11-Jan-22,12-Apr-22,-119,66,182,129,84,-48,120,242,200,,104,151,62,259,101,192,124,164,62,159,62,242,509,467,,371,418,329,526,368,459,391,431,426,329,448,266,446,404,,308,355,266,463,305,396,196,368,63,195,204,72,509,180,180,89,91,44217
Entyvio (CD),vedolizumab,Takeda Canada Inc.,Y,Y,N,N,N,N,N,N,N,,22-Mar-16,,CADTH & INESSS,27-Apr-16,post-NOC,Initial,Crohn’s disease,Completed,31-Oct-16,Reimburse with clinical criteria and/or conditions,Conditional,,,New Indication,Crohn's Disease,Completed,03-Oct-16,Avis de refus d'inscription aux listes des médicaments - Valeur thérapeutique,Negative,1st,08-Nov-16,03-Mar-17,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,02-May-17,01-Jul-17,01-Apr-17,19-Jul-17,18-Apr-17,29-May-17,01-May-17,07-Aug-17,11-May-17,21-Apr-17,01-Apr-17,01-Apr-17,5,8,1,9,2,7,4,10,6,3,5.70%,38.00%,66.50%,67.80%,88.10%,88.80%,89.70%,94.10%,99.60%,100.00%,100.00%,21-Apr-17,02-May-17,36,,187,,8,36,115,60,120,29,138,46,87,59,157,69,49,85,29,81,29,60,406,466,375,484,392,433,405,503,415,395,431,427,375,339,152,183,243,152,261,169,210,182,280,192,200,208,223,195,123,151,406,31,31,20,11,42674
Entyvio (UC),vedolizumab,Takeda Canada Inc.,Y,Y,N,Y,N,N,N,N,N,,29-Jan-15,,CADTH & INESSS,20-Feb-15,post-NOC,Initial,Ulcerative Colitis,Completed,28-Oct-15,List with clinical criteria and/or conditions,Conditional,22-Mar-15,post-NOC,New Drug,Ulcerative Colitis,Completed,01-Oct-15,Avis d'inscription aux listes des médicaments-Médicament d'exception,Conditional,1st,26-May-16,03-Mar-17,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,02-May-17,01-Jul-17,01-Apr-17,19-Jul-17,18-Apr-17,29-May-17,01-May-17,01-Aug-18,11-May-17,21-Apr-17,01-Apr-17,01-Apr-17,5,8,1,9,2,7,4,10,6,3,5.70%,38.00%,66.50%,67.80%,88.10%,88.80%,89.70%,94.10%,99.60%,100.00%,100.00%,21-Apr-17,02-May-17,22,52,250,193,211,238,281,60,120,29,138,46,87,59,516,69,49,125,29,117,29,60,824,884,793,902,810,851,823,1280,833,813,889,881,793,771,521,552,612,521,630,538,579,551,1008,561,568,617,272,245,492,519,824,31,31,20,11,42305
Entyvio (UC),vedolizumab,Takeda Canada Inc.,Y,Y,N,Y,N,N,N,N,N,,29-Jan-15,,CADTH & INESSS,21-Nov-19,post-NOC,Initial,Ulcerative Colitis,Completed,19-May-20,Reimburse with clinical criteria and/or conditions,Conditional,22-May-20,post-NOC,New Indication,Ulcerative Colitis,Completed,09-Sep-20,Inscription - Avec conditions,Conditional,1st,19-Oct-20,13-Aug-21,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,12-Apr-22,01-Mar-22,01-Dec-21,25-Nov-21,11-Jan-22,14-Oct-21,29-Apr-22,22-Nov-21,21-Feb-22,15-Dec-21,14-Oct-21,14-Oct-21,9,8,4,3,6,1,10,2,7,5,0.90%,1.20%,6.80%,12.50%,41.10%,73.30%,74.00%,78.40%,98.70%,100.00%,100.00%,11-Jan-22,12-Apr-22,1757,1940,180,110,153,40,298,242,200,110,104,151,62,259,101,192,124,158,62,155,62,242,2630,2588,2498,2492,2539,2450,2647,2489,2580,2512,2546,2543,2450,693,513,693,651,561,555,602,513,710,552,643,462,609,1937,2050,451,338,2630,180,180,89,91,43970
Epclusa,sofosbuvir/ velpatasvir,Gilead Sciences ,Y,N,N,Y,N,N,N,N,N,01-Jan-16,11-Jul-16,192,CADTH & INESSS,22-Apr-16,pre-NOC,Initial,"Hepatitis C, chronic",Completed,26-Oct-16,Reimburse with clinical criteria and/or conditions,Conditional,12-Aug-16,post-NOC,New Drug,chronic hepatitis C (CHC),Completed,01-Feb-17,Avis d'inscription aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,1st,26-Oct-16,17-Feb-17,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,LU,SA,EDS,SA,SA,EM,21-Mar-17,01-Apr-17,01-Apr-17,20-Apr-17,28-Feb-17,04-Apr-17,01-May-17,01-May-17,01-Aug-17,15-Mar-17,28-Feb-17,28-Feb-17,3,4,5,7,1,6,8,9,10,2,32.20%,60.80%,81.10%,85.50%,91.20%,92.10%,97.70%,99.00%,99.30%,100.00%,100.00%,15-Mar-17,21-Mar-17,-80,32,187,173,0,-98,114,32,43,43,62,11,46,73,73,165,26,61,11,57,11,32,253,264,264,283,232,267,294,294,386,247,282,278,232,312,125,146,157,157,176,125,160,187,187,279,42,175,107,205,114,16,253,21,21,15,6,299
Erbitux,cetuximab,Bristol-Myers Squibb,Y,Y,N,N,Y,N,N,N,N,,20-Dec-12,,CADTH & INESSS,10-Jun-13,post-NOC,New indication,Metastatic Colorectal Cancer,Completed,10-Jan-14,Do Not Fund,Negative,24-Nov-12,pre-NOC,New Drug,"For the treatment of EGFR-expressing K-RAS wild Type metastatic colorectal carcinoma (mCRC) in combination with FOLFIRI (Irinotecan, 5-fluorouracil, leucovorin) for first line treatment",Completed,03-Feb-14,Ajout d'une indication reconnue - Médicament d'exception - Avis de refus,Negative,None,21-Jan-14,,Do Not Negotiate,n/a,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,172,-26,214,436,11,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,410,,,,,,,,41649
Erelzi,etanercept,Sandoz Canada Inc.,Y,Y,Y,N,N,N,N,N,N,01-Jun-16,06-Apr-17,309,CADTH & INESSS,02-Feb-17,pre-NOC,Initial,"Ankylosing spondylitis, polyarticular juvenile idiopathic arthritis, rheumatoid arthritis",Completed,25-Jul-17,Reimburse with clinical criteria and/or conditions,Conditional,11-Aug-17,post-NOC,New Drug,"Ankylosing spondylitis, polyarticular juvenile idiopathic arthritis, rheumatoid arthritis",Completed,01-Feb-18,Avis d'inscription aux listes des médicaments - Médicament d'exception,Conditional,1st,21-Apr-17,17-Oct-17,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,LU,SA,EDS,SA,SA,EM,14-Nov-17,01-Mar-18,01-Apr-18,19-Apr-18,21-Dec-17,22-Jan-18,01-Aug-18,24-Nov-17,01-Apr-18,01-Feb-18,14-Nov-17,14-Nov-17,1,6,7,9,3,4,10,2,8,5,20.30%,20.60%,52.80%,53.70%,82.30%,86.80%,92.50%,93.20%,98.70%,100.00%,100.00%,21-Dec-17,01-Feb-18,-63,127,173,174,-95,-286,179,28,135,166,184,65,97,288,38,166,107,130,28,127,28,107,222,329,360,378,259,291,482,232,360,301,324,321,222,285,112,112,219,250,268,149,181,372,122,250,0,214,110,301,84,-107,301,79,79,37,42,419
Erivedge,vismodegib,Hoffman-La Roche ,Y,N,N,Y,Y,N,N,N,N,,12-Jul-13,,CADTH & INESSS,14-Jun-13,pre-NOC,New drug,Advanced Basal Cell Carcinoma,Completed,10-Jan-14,Cond'l on Cost,Conditional,24-Nov-15,post-NOC,New Drug,Carcinome basocellulaire,Completed,19-Aug-16,Avis de refus d'inscription aux listes des médicaments,Negative,1st,21-Jan-14,01-Apr-14,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,01-Oct-14,20-Jun-14,18-Jul-14,01-Jul-14,16-Apr-14,25-Jun-14,29-Dec-14,18-Aug-20,01-Oct-14,24-May-18,16-Apr-14,16-Apr-14,6,2,5,4,1,3,8,10,7,9,32.20%,36.70%,37.60%,43.10%,48.80%,69.10%,69.80%,71.10%,99.60%,100.00%,100.00%,01-Oct-14,24-May-18,-28,865,210,269,11,-941,70,183,80,108,91,15,85,272,2331,183,1514,372,15,486,15,1514,446,343,371,354,278,348,535,2594,446,1777,635,749,278,306,96,264,161,189,172,96,166,353,2412,264,643,453,182,1134,81,-871,1777,1499,1499,168,1331,41649
Erleada,apalutamide,Janssen ,Y,N,N,Y,Y,N,N,N,N,01-Jan-18,03-Jul-18,183,CADTH & INESSS,16-Apr-18,pre-NOC,New drug,Castrate Resistant Prostate Cancer,Completed,01-Nov-18,Cond'l on Cost,Conditional,,,New Drug,Castrate Resistant Prostate Cancer,Completed,17-Oct-18,Inscription – Avec conditions,Conditional,1st,14-Mar-19,09-Jul-19,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,01-May-20,10-Apr-20,01-Jan-20,02-Mar-20,14-Jan-20,16-Jul-20,01-Jul-20,20-Feb-23,31-Mar-22,15-Aug-19,01-Jan-20,15-Aug-19,6,5,2,4,3,8,7,10,9,1,28.60%,34.30%,66.50%,72.10%,76.50%,96.80%,98.10%,99.00%,99.60%,100.00%,100.00%,14-Jan-20,01-May-20,-78,,199,,133,148,117,297,276,176,237,189,373,358,1322,996,37,469,176,426,37,297,668,647,547,608,560,744,729,1693,1367,408,840,797,547,625,426,547,526,426,487,439,623,608,1572,1246,302,719,121,106,250,265,668,260,121,152,108,304
Erleada,apalutamide,Janssen,Y,N,N,N,Y,N,N,N,N,01-Jun-19,12-Dec-19,194,CADTH & INESSS,15-Oct-19,pre-NOC,New indication,Metastatic Castration-Sensitive Prostate Cancer,Completed,22-Apr-20,Cond'l on Cost,Conditional,25-Oct-19,pre-NOC,New Indication,Metastatic Castration-Sensitive Prostate Cancer,Completed,10-Jun-20,Inscription - Avec conditions,Conditional,1st,09-Oct-20,17-Aug-21,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Funded,Funded,EM,01-Dec-21,30-Nov-21,01-Nov-21,23-Nov-21,31-Dec-21,20-Jan-22,,20-Feb-23,31-Mar-22,29-Sep-21,01-Nov-21,29-Sep-21,5,4,2,3,6,7,,9,8,1,28.60%,34.30%,39.80%,44.30%,64.50%,96.80%,97.70%,98.30%,98.70%,,98.70%,01-Dec-21,31-Dec-21,-58,-48,190,229,170,121,312,106,105,76,98,136,156,,552,226,43,182,76,166,43,136,720,719,690,712,750,770,,1166,840,657,796,780,690,748,558,588,587,558,580,618,638,,1034,708,476,664,132,181,482,433,750,93,60,63,30,326
Esbriet,pirfenidone ,InterMune,N,N,N,Y,N,Y,Y,Y,N,,01-Oct-12,,CADTH & INESSS,05-Oct-12,post-NOC,Initial,"Pulmonary fibrosis (idiopathic, mild to moderate) ",Completed,18-Apr-13,Do not list ,Negative,,,New Drug,"Pulmonary fibrosis (idiopathic, mild to moderate) ",Completed,03-Jun-13,Avis de refus - Valeur thérapeutique,Negative,none,31-Jan-14,,Do Not Negotiate,n/a,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,4,,195,,288,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,245,,,,,,,,41382
Esbriet (2nd pCPA),pirfenidone ,InterMune,N,N,N,Y,N,Y,Y,Y,N,,01-Oct-12,,CADTH & INESSS,05-Oct-12,post-NOC,Initial,"Pulmonary fibrosis (idiopathic, mild to moderate) ",Completed,18-Apr-13,Do not list ,Negative,,,New Drug,"Pulmonary fibrosis (idiopathic, mild to moderate) ",Completed,03-Jun-13,Avis de refus - Valeur thérapeutique,Negative,1st,,15-Aug-14,Negotiation,Completed with Agreements,NR,NR,EDS,EDS,EAP,SA,EDS,SA,SA,NR,,,01-Nov-14,19-Jan-15,19-Aug-14,03-Oct-14,31-Oct-14,27-Apr-15,14-Oct-14,,19-Aug-14,19-Aug-14,,,5,6,1,2,4,7,3,,32.20%,33.10%,33.80%,35.10%,40.80%,46.30%,46.70%,,,,46.70%,,,4,,195,,,,,,,78,157,4,49,77,255,60,,97,4,97,4,,,,761,840,687,732,760,938,743,,780,780,687,683,488,,,562,641,488,533,561,739,544,,581,199,245,484,438,,,,,,41382
Esbriet (Resub),pirfenidone,Hoffmann-La Roche Ltd.,Y,N,N,Y,N,Y,Y,Y,N,,01-Oct-12,,CADTH & INESSS,29-Aug-14,post-NOC,Resubmission,"Pulmonary fibrosis (idiopathic, mild to moderate) ",Completed,15-Apr-15,List with criteria/condition,Conditional,,,New Drug,"Pulmonary fibrosis (idiopathic, mild to moderate) ",Completed,02-Feb-15,Avis de refus - Valeur thérapeutique,Negative,2nd,30-Apr-15,11-Sep-16,Negotiation,Completed with Agreements,SA,SA,,,,,,,,EM,06-Feb-18,01-Nov-16,,,,,,,,18-Apr-18,01-Nov-16,01-Nov-16,2,1,,,,,,,,3,4.50%,24.70%,53.30%,,,,,,,,53.30%,18-Apr-18,,697,,229,,15,87,500,513,51,,,,,,,,584,282,51,383,51,,1954,1492,,,,,,,,2025,1723,1824,1492,795,566,1028,566,,,,,,,,1171,797,926,854,515,587,,,,533,,42109
Eucrisa,crisaborole,Pfizer ,Y,N,N,Y,N,N,N,N,N,01-Aug-17,07-Jun-18,310,CADTH & INESSS,25-May-18,pre-NOC,Initial,Atopic dermatitis,Completed,27-Mar-19,Do not reimburse,Negative,25-May-18,pre-NOC,New Drug,Atopic Dermatitis,Completed,12-Dec-18,Refus d’inscription,Negative,none,16-Apr-19,,Do Not Negotiate,n/a,NR,UR,NR,UR,UR,UR,UR,UR,UR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-13,-13,306,201,20,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,188,,,,,,,,603
Evenity,romosozumab,Amgen Canada Inc.,Y,Y,N,Y,N,N,N,N,N,01-Oct-16,17-Jun-19,989,CADTH & INESSS,01-Feb-21,post-NOC,Initial,"The treatment of osteoporosis in postmenopausal women at high risk for fracture, defined as a history of osteoporotic fracture, or multiple risk factors for fracture.",Completed,11-Nov-21,Reimburse with clinical criteria and/or conditions,Conditional,01-Jan-21,post-NOC,Resubmission,"Osteoporosis, postmenopausal women",Completed,02-Jun-21,Inscription - Avec conditions,Conditional,1st,31-Mar-22,,Active,n/a,UR,,,,,,,,,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,595,564,283,152,140,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,716,,,,,,,,1867
Evrysdi,risdiplam,Hoffmann-La Roche Ltd.,Y,N,N,Y,N,Y,Y,Y,N,01-Oct-20,14-Apr-21,195,CADTH & INESSS,19-Nov-20,pre-NOC,Initial,Spinal muscular atrophy (SMA),Completed,26-Aug-21,Reimburse with clinical criteria and/or conditions,Conditional,19-Feb-21,pre-NOC,New Drug,Spinal amyotrophy,Completed,28-Jul-21,Inscription - Avec conditions,Conditional,1st,27-Aug-21,19-Jan-22,Negotiation,Completed with Agreements,EDRD,SA,EDS,EDS,EAP,SA,EDS,SA,,EM,10-Feb-22,01-Mar-22,01-Mar-22,01-Jun-22,28-Mar-22,24-May-22,01-Oct-22,27-Mar-23,,02-Feb-22,10-Feb-22,02-Feb-22,2,3,4,7,5,6,8,9,,1,28.60%,48.80%,53.30%,59.00%,91.20%,92.10%,97.70%,99.00%,99.30%,,99.30%,01-Mar-22,28-Mar-22,-146,-54,280,159,1,30,145,22,41,41,133,68,125,255,432,,14,140,22,126,14,68,302,321,321,413,348,405,535,712,,294,420,406,302,448,168,168,187,187,279,214,271,401,578,,189,286,134,105,146,175,348,54,46,27,27,329
Eylea (Macular Edema BRVO),aflibercept,Bayer ,Y,Y,N,N,N,N,N,N,N,,10-Dec-15,,CADTH & INESSS,14-Dec-15,post-NOC,Initial,Macular edema secondary to branch retinal vein occlusion,Completed,27-Jul-16,Reimburse with clinical criteria and/or conditions,Conditional,24-Nov-14,pre-NOC,New Indication,Macular edema secondary to branch retinal vein occlusion,Completed,01-Feb-17,Avis d'ajout d'une indication reconnue aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,1st,22-Feb-17,13-Mar-17,Negotiation,Completed with Agreements,BCRDT,RB,EDS,NR,LU,SA,NR,SA,SA,EM,,01-Aug-17,01-Jul-17,,28-Mar-17,24-Oct-17,,01-Aug-18,15-May-17,01-Jun-17,28-Mar-17,28-Mar-17,,5,4,,1,6,,7,2,3,32.20%,32.90%,61.50%,67.20%,71.70%,72.60%,72.90%,,,,72.90%,01-Jun-17,,4,-381,226,800,210,21,19,,141,110,,15,225,,506,63,80,177,15,163,15,,,600,569,,474,684,,965,522,539,636,622,474,470,244,,370,339,,244,454,,735,292,120,406,230,419,229,40,,,,65,,42578
